"NAME10","NAMELSAD10","Evap_tavg","Qs_tavg","Rainf_f_tavg","Tair_f_tavg","file"
"Dickenson","Dickenson County",NA,NA,NA,NA,"202110.nc4"
"Northampton","Northampton County",2.20328889554366e-05,3.13654777528427e-06,2.50503850717602e-05,292.800720214844,"202110.nc4"
"Accomack","Accomack County",2.20837932416047e-05,3.9215217281129e-06,2.87576632824009e-05,292.533284505208,"202110.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"202111.nc4"
"Surry","Surry County",1.40668208814532e-05,5.87087853887169e-07,9.96940593722684e-06,283.000423431396,"202111.nc4"
"Hampton","Hampton city",1.09993203523118e-06,5.13279792357935e-06,1.1117758731416e-05,284.01904296875,"202111.nc4"
"Mathews","Mathews County",1.76148241735063e-05,5.73764111777564e-07,1.16443479782902e-05,283.63232421875,"202111.nc4"
"Gloucester","Gloucester County",1.72787879364478e-05,6.85512226539231e-07,1.20122831503977e-05,283.295871734619,"202111.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"202111.nc4"
"Isle of Wight","Isle of Wight County",1.0445815232174e-05,3.59201903597783e-07,8.78903180516026e-06,283.486480712891,"202111.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"202111.nc4"
"Newport News","Newport News city",1.31059073282813e-06,2.96851658276864e-06,1.03787106127129e-05,283.590667724609,"202111.nc4"
"James City","James City County",1.5756572565806e-05,7.01516810863723e-07,1.05998301478394e-05,282.960624694824,"202111.nc4"
"Suffolk","Suffolk city",1.37385832204018e-05,8.10827145869553e-07,1.14917284008698e-05,283.830749511719,"202111.nc4"
"Poquoson","Poquoson city",NA,NA,1.19013448056648e-05,284.033935546875,"202111.nc4"
"Norfolk","Norfolk city",NA,NA,0,284.415710449219,"202111.nc4"
"York","York County",1.71240128111094e-05,6.66793903292273e-07,1.2089481606381e-05,283.3255859375,"202111.nc4"
"Williamsburg","Williamsburg city",1.67393403292711e-05,7.44442047562188e-07,1.19650309594969e-05,283.087717692057,"202111.nc4"
"Hanover","Hanover County",1.37516240751471e-05,2.67328331915451e-07,9.1532382222275e-06,282.025996616908,"202111.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"202111.nc4"
"King and Queen","King and Queen County",1.58990438876572e-05,5.43726383028797e-07,1.05531094050093e-05,282.349464416504,"202111.nc4"
"Petersburg","Petersburg city",1.0876767106538e-05,1.02072809227138e-06,9.30534906729008e-06,282.477043151855,"202111.nc4"
"Henrico","Henrico County",7.52483762767042e-06,9.55505029764936e-07,8.52954849506204e-06,282.16828918457,"202111.nc4"
"King William","King William County",1.54271988321852e-05,4.73879481432959e-07,9.96988762835826e-06,282.261222839355,"202111.nc4"
"Chesterfield","Chesterfield County",1.08475965419075e-05,8.27535089342746e-07,8.8809088083508e-06,282.344253540039,"202111.nc4"
"Richmond","Richmond city",9.92324771686981e-07,1.61088200911763e-06,9.33657793211751e-06,282.054931640625,"202111.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"202111.nc4"
"Colonial Heights","Colonial Heights city",6.35778434343592e-06,1.52584505030973e-06,9.12441419131937e-06,282.477401733398,"202111.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"202111.nc4"
"Caroline","Caroline County",1.45641293524282e-05,4.0360984192895e-07,1.09902332172039e-05,281.641915457589,"202111.nc4"
"Sussex","Sussex County",1.54277920501045e-05,4.01032256291955e-07,9.5439486358373e-06,282.84644317627,"202111.nc4"
"Prince George","Prince George County",1.38063215473494e-05,7.70081928891386e-07,9.58923112648336e-06,282.634407043457,"202111.nc4"
"Dinwiddie","Dinwiddie County",1.57536560436711e-05,4.11836865055193e-07,9.42303267947864e-06,282.516830444336,"202111.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"202111.nc4"
"Charles City","Charles City County",1.59285803723227e-05,4.95684484273321e-07,9.59822000368149e-06,282.661204020182,"202111.nc4"
"New Kent","New Kent County",1.56724812768516e-05,4.61608743762554e-07,9.79393680609064e-06,282.5052734375,"202111.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"202111.nc4"
"Hopewell","Hopewell city",1.23015685460359e-05,9.37263109790365e-07,9.09972004592419e-06,282.553527832031,"202111.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"202111.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"202111.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"202111.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"202111.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"202111.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"202111.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"202111.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"202111.nc4"
"Greene","Greene County",NA,NA,NA,NA,"202111.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"202111.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"202111.nc4"
"Danville","Danville city",NA,NA,NA,NA,"202111.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"202111.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"202111.nc4"
"Henry","Henry County",NA,NA,NA,NA,"202111.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"202111.nc4"
"Washington","Washington County",NA,NA,NA,NA,"202111.nc4"
"Scott","Scott County",NA,NA,NA,NA,"202111.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"202111.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"202111.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"202111.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"202111.nc4"
"Fredericksburg","Fredericksburg city",1.4674924841529e-05,4.08024433795617e-07,1.18058010230015e-05,281.411346435547,"202111.nc4"
"Stafford","Stafford County",1.49934485307313e-05,3.87518383604402e-07,1.13703687020461e-05,281.295245361328,"202111.nc4"
"Alexandria","Alexandria city",5.07125110971174e-06,2.02814689487241e-06,1.12031532353285e-05,281.338485717773,"202111.nc4"
"Loudoun","Loudoun County",5.98290887410258e-06,2.64813515589897e-06,1.13058525433492e-05,280.764302571615,"202111.nc4"
"Warren","Warren County",NA,NA,NA,NA,"202111.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"202111.nc4"
"Falls Church","Falls Church city",9.76516957962303e-07,2.71722433353716e-06,1.11729877971811e-05,281.011474609375,"202111.nc4"
"Prince William","Prince William County",8.12387531823333e-06,1.62994881947043e-06,1.10335411136475e-05,281.149833679199,"202111.nc4"
"Spotsylvania","Spotsylvania County",1.47133450809633e-05,4.24847229396619e-07,1.20236472866964e-05,281.462188720703,"202111.nc4"
"Manassas Park","Manassas Park city",1.47360760820447e-05,4.25076450483175e-07,1.04771579572116e-05,280.957733154297,"202111.nc4"
"Fairfax","Fairfax County",4.94888924625532e-06,2.32350521637651e-06,1.17410868369916e-05,281.020868937174,"202111.nc4"
"Fairfax","Fairfax city",1.20003494430421e-06,3.47115928889252e-06,1.22382566587476e-05,280.731552124023,"202111.nc4"
"Manassas","Manassas city",1.47360760820447e-05,4.25076450483175e-07,1.04771579572116e-05,280.957733154297,"202111.nc4"
"Arlington","Arlington County",1.15576153802976e-06,2.43166641666903e-06,1.04888913483592e-05,281.458709716797,"202111.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"202111.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"202111.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"202111.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"202111.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"202111.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"202111.nc4"
"Salem","Salem city",NA,NA,NA,NA,"202111.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"202111.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"202111.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"202111.nc4"
"Craig","Craig County",NA,NA,NA,NA,"202111.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"202111.nc4"
"Radford","Radford city",NA,NA,NA,NA,"202111.nc4"
"Giles","Giles County",NA,NA,NA,NA,"202111.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"202111.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"202111.nc4"
"Galax","Galax city",NA,NA,NA,NA,"202111.nc4"
"Lancaster","Lancaster County",1.63015211001039e-05,5.68570328596252e-07,1.08139079202374e-05,283.250312805176,"202111.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"202111.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"202111.nc4"
"Southampton","Southampton County",1.41574049242384e-05,4.58058356874365e-07,1.06093557405984e-05,283.050181070964,"202111.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"202111.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"202111.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"202111.nc4"
"Covington","Covington city",NA,NA,NA,NA,"202111.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"202111.nc4"
"Wise","Wise County",NA,NA,NA,NA,"202111.nc4"
"Essex","Essex County",1.64225314490198e-05,6.34045534297911e-07,1.12870969003e-05,282.17879813058,"202111.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"202111.nc4"
"Bath","Bath County",NA,NA,NA,NA,"202111.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"202111.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"202111.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"202111.nc4"
"Madison","Madison County",NA,NA,NA,NA,"202111.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"202111.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"202111.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"202111.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"202111.nc4"
"Russell","Russell County",NA,NA,NA,NA,"202111.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"202111.nc4"
"Middlesex","Middlesex County",1.71629976648546e-05,6.52143882007294e-07,1.128318353949e-05,283.050628662109,"202111.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"202111.nc4"
"Norton","Norton city",NA,NA,NA,NA,"202111.nc4"
"King George","King George County",1.49827899349475e-05,5.23626269455235e-07,1.20986567253567e-05,281.809585571289,"202111.nc4"
"Westmoreland","Westmoreland County",1.55407892634685e-05,5.17716301828841e-07,9.48021676906923e-06,282.296125139509,"202111.nc4"
"Orange","Orange County",NA,NA,NA,NA,"202111.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"202111.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"202111.nc4"
"Page","Page County",NA,NA,NA,NA,"202111.nc4"
"Northumberland","Northumberland County",1.61456140631344e-05,4.25365004730338e-07,9.90508942777524e-06,283.10078125,"202111.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"202111.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"202111.nc4"
"Richmond","Richmond County",1.62068586827705e-05,5.3709063000237e-07,1.0748883661498e-05,282.544355119978,"202111.nc4"
"Highland","Highland County",NA,NA,NA,NA,"202111.nc4"
"Bland","Bland County",NA,NA,NA,NA,"202111.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"202111.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"202111.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"202111.nc4"
"Lee","Lee County",NA,NA,NA,NA,"202111.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"202111.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"202111.nc4"
"Northampton","Northampton County",1.3878739264328e-05,3.84247931606296e-07,1.12282421772155e-05,284.407770792643,"202111.nc4"
"Accomack","Accomack County",1.47790265559293e-05,2.92226494800409e-07,1.10404647936472e-05,284.123776753743,"202111.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"202112.nc4"
"Surry","Surry County",1.14134692239531e-05,5.92254011166915e-07,1.71931344539189e-05,282.569347381592,"202112.nc4"
"Hampton","Hampton city",1.36642887582639e-06,5.09977144247387e-06,2.02372812054818e-05,283.114822387695,"202112.nc4"
"Mathews","Mathews County",1.41319578688126e-05,5.72100645968021e-07,1.91805338545237e-05,282.395233154297,"202112.nc4"
"Gloucester","Gloucester County",1.4007057075105e-05,5.85821474885506e-07,1.93835296613543e-05,282.287929534912,"202112.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"202112.nc4"
"Isle of Wight","Isle of Wight County",9.04725883401625e-06,5.59889239205857e-07,1.54935629931668e-05,282.923614501953,"202112.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"202112.nc4"
"Newport News","Newport News city",1.22772223676293e-06,4.34868161391933e-06,1.7025518900482e-05,282.781188964844,"202112.nc4"
"James City","James City County",1.37210722641612e-05,6.80683413634142e-07,1.93950886568928e-05,282.3095703125,"202112.nc4"
"Suffolk","Suffolk city",1.32740433400613e-05,8.4778423570242e-07,2.02602695935639e-05,283.164825439453,"202112.nc4"
"Poquoson","Poquoson city",NA,NA,2.15692525671329e-05,283.005859375,"202112.nc4"
"Norfolk","Norfolk city",NA,NA,0,283.439971923828,"202112.nc4"
"York","York County",1.38784263981506e-05,6.75369074087939e-07,1.8983755944646e-05,282.501599121094,"202112.nc4"
"Williamsburg","Williamsburg city",1.40712839614328e-05,6.5551737786033e-07,1.85924297208355e-05,282.37212117513,"202112.nc4"
"Hanover","Hanover County",1.14358281280147e-05,4.5781073611449e-07,1.77662467259714e-05,281.521514892578,"202112.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"202112.nc4"
"King and Queen","King and Queen County",1.3043783383182e-05,5.73214471444317e-07,1.86174781902082e-05,281.564533233643,"202112.nc4"
"Petersburg","Petersburg city",9.96581505319227e-06,1.52904273420518e-06,1.83761026164575e-05,282.259658813477,"202112.nc4"
"Henrico","Henrico County",6.43399191346816e-06,1.9771369039745e-06,1.78772543222294e-05,281.760856628418,"202112.nc4"
"King William","King William County",1.27209534639405e-05,5.93350300448492e-07,1.87090456620354e-05,281.603496551514,"202112.nc4"
"Chesterfield","Chesterfield County",9.70767740682277e-06,1.41023868138745e-06,1.83108945748245e-05,282.065696716309,"202112.nc4"
"Richmond","Richmond city",7.49374009956227e-07,3.42003227160603e-06,1.75812874658732e-05,281.694091796875,"202112.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"202112.nc4"
"Colonial Heights","Colonial Heights city",6.19234339183095e-06,2.40367612036607e-06,1.83793799806153e-05,282.235015869141,"202112.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"202112.nc4"
"Caroline","Caroline County",1.1365640213106e-05,3.49600067498354e-07,1.60861346947578e-05,280.959374564035,"202112.nc4"
"Sussex","Sussex County",1.18649826390538e-05,4.70241829475526e-07,1.6283449895127e-05,282.645080566406,"202112.nc4"
"Prince George","Prince George County",1.20757799919602e-05,1.01254464013323e-06,1.7812735222833e-05,282.339584350586,"202112.nc4"
"Dinwiddie","Dinwiddie County",1.36354437927366e-05,6.06716895390491e-07,1.8404760339763e-05,282.373687744141,"202112.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"202112.nc4"
"Charles City","Charles City County",1.37426012164118e-05,6.41200093317214e-07,1.92178034315778e-05,282.193857828776,"202112.nc4"
"New Kent","New Kent County",1.35989646878443e-05,5.97986831962771e-07,1.93483585462673e-05,281.911346435547,"202112.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"202112.nc4"
"Hopewell","Hopewell city",1.04361293153943e-05,1.47844059483759e-06,1.80574352270924e-05,282.231994628906,"202112.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"202112.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"202112.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"202112.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"202112.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"202112.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"202112.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"202112.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"202112.nc4"
"Greene","Greene County",NA,NA,NA,NA,"202112.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"202112.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"202112.nc4"
"Danville","Danville city",NA,NA,NA,NA,"202112.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"202112.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"202112.nc4"
"Henry","Henry County",NA,NA,NA,NA,"202112.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"202112.nc4"
"Washington","Washington County",NA,NA,NA,NA,"202112.nc4"
"Scott","Scott County",NA,NA,NA,NA,"202112.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"202112.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"202112.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"202112.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"202112.nc4"
"Fredericksburg","Fredericksburg city",1.0443964129081e-05,2.24134893755945e-07,1.36318817567371e-05,280.706359863281,"202112.nc4"
"Stafford","Stafford County",1.05988137875102e-05,2.20969550923655e-07,1.37022314447677e-05,280.508764648437,"202112.nc4"
"Alexandria","Alexandria city",3.54411434955182e-06,1.21159614963062e-06,1.42748701819073e-05,280.217803955078,"202112.nc4"
"Loudoun","Loudoun County",4.40516760136234e-06,1.02352255737514e-06,1.41419326003719e-05,279.680440266927,"202112.nc4"
"Warren","Warren County",NA,NA,NA,NA,"202112.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"202112.nc4"
"Falls Church","Falls Church city",6.56198380966089e-07,1.50940547882783e-06,1.38770574267255e-05,279.891845703125,"202112.nc4"
"Prince William","Prince William County",5.59886240125707e-06,8.67049195107938e-07,1.36758753797039e-05,280.23770904541,"202112.nc4"
"Spotsylvania","Spotsylvania County",1.04937425930984e-05,2.40813079699365e-07,1.38226423587184e-05,280.779724121094,"202112.nc4"
"Manassas Park","Manassas Park city",1.02413705462823e-05,1.239568945266e-07,1.23826775961788e-05,280.032073974609,"202112.nc4"
"Fairfax","Fairfax County",3.39806779455406e-06,1.15304890731712e-06,1.41383040196767e-05,279.955891927083,"202112.nc4"
"Fairfax","Fairfax city",7.4676768235804e-07,1.53536865354909e-06,1.49542597682739e-05,279.682739257812,"202112.nc4"
"Manassas","Manassas city",1.02413705462823e-05,1.239568945266e-07,1.23826775961788e-05,280.032073974609,"202112.nc4"
"Arlington","Arlington County",7.57320549382712e-07,1.4956249287934e-06,1.44670411827974e-05,280.291809082031,"202112.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"202112.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"202112.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"202112.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"202112.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"202112.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"202112.nc4"
"Salem","Salem city",NA,NA,NA,NA,"202112.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"202112.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"202112.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"202112.nc4"
"Craig","Craig County",NA,NA,NA,NA,"202112.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"202112.nc4"
"Radford","Radford city",NA,NA,NA,NA,"202112.nc4"
"Giles","Giles County",NA,NA,NA,NA,"202112.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"202112.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"202112.nc4"
"Galax","Galax city",NA,NA,NA,NA,"202112.nc4"
"Lancaster","Lancaster County",1.38380695110148e-05,6.05135160943367e-07,2.07407683774363e-05,281.975250244141,"202112.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"202112.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"202112.nc4"
"Southampton","Southampton County",1.06959781381496e-05,5.80972634149172e-07,1.68644789179477e-05,282.747772216797,"202112.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"202112.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"202112.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"202112.nc4"
"Covington","Covington city",NA,NA,NA,NA,"202112.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"202112.nc4"
"Wise","Wise County",NA,NA,NA,NA,"202112.nc4"
"Essex","Essex County",1.29212833469085e-05,7.17203582618302e-07,1.89555355193858e-05,281.322021484375,"202112.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"202112.nc4"
"Bath","Bath County",NA,NA,NA,NA,"202112.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"202112.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"202112.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"202112.nc4"
"Madison","Madison County",NA,NA,NA,NA,"202112.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"202112.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"202112.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"202112.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"202112.nc4"
"Russell","Russell County",NA,NA,NA,NA,"202112.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"202112.nc4"
"Middlesex","Middlesex County",1.41648265525873e-05,6.72371839982588e-07,2.06806912501634e-05,281.950454711914,"202112.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"202112.nc4"
"Norton","Norton city",NA,NA,NA,NA,"202112.nc4"
"King George","King George County",1.14907752504223e-05,3.39289314865709e-07,1.63289087140583e-05,280.905296325684,"202112.nc4"
"Westmoreland","Westmoreland County",1.24649768622476e-05,5.1718104051209e-07,1.65605412933345e-05,281.217599051339,"202112.nc4"
"Orange","Orange County",NA,NA,NA,NA,"202112.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"202112.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"202112.nc4"
"Page","Page County",NA,NA,NA,NA,"202112.nc4"
"Northumberland","Northumberland County",1.26633487525396e-05,7.00622365457093e-07,2.05960084713297e-05,281.703002929688,"202112.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"202112.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"202112.nc4"
"Richmond","Richmond County",1.29251419431447e-05,5.84960665556926e-07,1.95405497964072e-05,281.475463867188,"202112.nc4"
"Highland","Highland County",NA,NA,NA,NA,"202112.nc4"
"Bland","Bland County",NA,NA,NA,NA,"202112.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"202112.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"202112.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"202112.nc4"
"Lee","Lee County",NA,NA,NA,NA,"202112.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"202112.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"202112.nc4"
"Northampton","Northampton County",1.17899091492291e-05,5.13978818617034e-07,1.76630913604943e-05,282.943812052409,"202112.nc4"
"Accomack","Accomack County",1.15720687807135e-05,6.14037214125512e-07,1.96899339546993e-05,282.422823588053,"202112.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"202201.nc4"
"Surry","Surry County",1.74490503468405e-05,7.56409269797587e-06,5.79573852519388e-05,276.045394897461,"202201.nc4"
"Hampton","Hampton city",4.35991705671768e-06,2.27580949285766e-05,5.26007697772002e-05,276.726181030273,"202201.nc4"
"Mathews","Mathews County",2.14342508115806e-05,6.51594564260449e-06,5.65980590181425e-05,276.120300292969,"202201.nc4"
"Gloucester","Gloucester County",2.02970109057787e-05,6.44252418169344e-06,5.85176476306515e-05,275.955127716064,"202201.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"202201.nc4"
"Isle of Wight","Isle of Wight County",1.36829894096024e-05,7.11984157602298e-06,4.89778897948181e-05,276.43110148112,"202201.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"202201.nc4"
"Newport News","Newport News city",4.31089756602887e-06,2.29536653932882e-05,5.45912225788925e-05,276.374755859375,"202201.nc4"
"James City","James City County",1.92031366168521e-05,6.69899134209118e-06,6.07144575042184e-05,275.883499145508,"202201.nc4"
"Suffolk","Suffolk city",2.02072096726624e-05,6.8787885538768e-06,5.57024795853067e-05,276.692993164062,"202201.nc4"
"Poquoson","Poquoson city",NA,NA,5.77719365537632e-05,276.656829833984,"202201.nc4"
"Norfolk","Norfolk city",NA,NA,0,277.052795410156,"202201.nc4"
"York","York County",2.03471678105416e-05,7.26188427506713e-06,6.2497135513695e-05,276.111938476562,"202201.nc4"
"Williamsburg","Williamsburg city",1.94321346498327e-05,7.28597766889531e-06,6.24189124209806e-05,275.956522623698,"202201.nc4"
"Hanover","Hanover County",1.68116226372409e-05,3.3863395856315e-06,4.3162568804941e-05,274.982264927455,"202201.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"202201.nc4"
"King and Queen","King and Queen County",1.82021303771762e-05,4.26934303732196e-06,4.99742550346127e-05,275.136234283447,"202201.nc4"
"Petersburg","Petersburg city",1.32392769955914e-05,9.26597431316623e-06,4.85801274408004e-05,275.607292175293,"202201.nc4"
"Henrico","Henrico County",1.00715728308387e-05,1.0403225473965e-05,4.38476563431323e-05,275.209579467773,"202201.nc4"
"King William","King William County",1.77847437043965e-05,4.18284804482028e-06,4.80098074149282e-05,275.136234283447,"202201.nc4"
"Chesterfield","Chesterfield County",1.37586076220941e-05,7.4357232051625e-06,4.72765950689791e-05,275.452476501465,"202201.nc4"
"Richmond","Richmond city",3.62449600288528e-06,1.65074798132991e-05,4.19359857914969e-05,275.119171142578,"202201.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"202201.nc4"
"Colonial Heights","Colonial Heights city",9.43605391512392e-06,1.34086681100598e-05,4.83128787891474e-05,275.598342895508,"202201.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"202201.nc4"
"Caroline","Caroline County",1.7981772154079e-05,3.19262608172721e-06,4.47148429105125e-05,274.378965105329,"202201.nc4"
"Sussex","Sussex County",1.69047134477296e-05,6.42407178474969e-06,5.36499615009234e-05,275.993156433105,"202201.nc4"
"Prince George","Prince George County",1.58647037551418e-05,7.71875062355321e-06,5.23609987794771e-05,275.735286712646,"202201.nc4"
"Dinwiddie","Dinwiddie County",1.71348247022252e-05,4.86969793200842e-06,4.87079541926505e-05,275.673843383789,"202201.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"202201.nc4"
"Charles City","Charles City County",1.84411598335525e-05,5.83467158321582e-06,5.50975249401138e-05,275.689371744792,"202201.nc4"
"New Kent","New Kent County",1.85641496500466e-05,4.51745340797061e-06,5.19184948643669e-05,275.465618896484,"202201.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"202201.nc4"
"Hopewell","Hopewell city",1.44096052281384e-05,9.57005102009134e-06,5.14780076628085e-05,275.64289855957,"202201.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"202201.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"202201.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"202201.nc4"
